Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,Unemployment,Month,Year
3,439913.57,0,79.51,3.749,6.664,May,2012
3,431985.36,0,75.19,3.688,6.664,May,2012
3,418112.76,0,72.38,3.63,6.664,May,2012
3,413701.29,0,78.58,3.561,6.664,May,2012
3,432268.53,0,81.55,3.501,6.664,June,2012
3,446336.8,0,81.65,3.452,6.664,June,2012
3,442074.79,0,84.66,3.393,6.664,June,2012
3,419497.95,0,82.7,3.346,6.664,June,2012
3,422965.33,0,86.42,3.286,6.664,June,2012
3,411206.5,0,83.14,3.227,6.334,July,2012
3,416913.1,0,82.28,3.256,6.334,July,2012
3,432424.85,0,81.38,3.311,6.334,July,2012
3,389427.9,0,84.94,3.407,6.334,July,2012
3,419990.29,0,86.55,3.417,6.334,August,2012
3,391811.6,0,85.85,3.494,6.334,August,2012
3,394918.83,0,87.36,3.571,6.334,August,2012
3,412449.67,0,83.01,3.62,6.334,August,2012
3,408838.73,0,85.18,3.638,6.334,August,2012
3,408229.73,1,84.99,3.73,6.334,September,2012
3,407589.16,0,78.36,3.717,6.334,September,2012
3,414392.09,0,72.78,3.721,6.334,September,2012
3,389813.02,0,77.46,3.666,6.334,September,2012
3,443557.65,0,72.74,3.617,6.034,October,2012
3,410804.39,0,70.31,3.601,6.034,October,2012
3,424513.08,0,73.44,3.594,6.034,October,2012
3,405432.7,0,74.66,3.506,6.034,October,2012
4,2135143.87,0,43.76,2.598,8.623,February,2010
4,2188307.39,1,28.84,2.573,8.623,February,2010
4,2049860.26,0,36.45,2.54,8.623,February,2010
4,1925728.84,0,41.36,2.59,8.623,February,2010
4,1971057.44,0,43.49,2.654,8.623,March,2010
4,1894324.09,0,49.63,2.704,8.623,March,2010
4,1897429.36,0,55.19,2.743,8.623,March,2010
4,1762539.3,0,39.91,2.752,8.623,March,2010
4,1979247.12,0,48.77,2.74,7.896,April,2010
4,1818452.72,0,54.16,2.773,7.896,April,2010
4,1851519.69,0,56.23,2.81,7.896,April,2010
4,1802677.9,0,56.87,2.805,7.896,April,2010
4,1817273.28,0,53.04,2.787,7.896,April,2010
4,2000626.14,0,56.77,2.836,7.896,May,2010
4,1875597.28,0,62.35,2.845,7.896,May,2010
4,1903752.6,0,67.4,2.82,7.896,May,2010
4,1857533.7,0,67.73,2.756,7.896,May,2010
4,1903290.58,0,70.83,2.701,7.896,June,2010
4,1870619.23,0,78.45,2.668,7.896,June,2010
4,1929736.35,0,81.53,2.635,7.896,June,2010
4,1846651.95,0,81.1,2.654,7.896,June,2010
4,1881337.21,0,73.66,2.668,7.372,July,2010
4,1812208.22,0,80.35,2.637,7.372,July,2010
4,1898427.66,0,78.53,2.621,7.372,July,2010
4,1848426.78,0,79.78,2.612,7.372,July,2010
4,1796637.61,0,80.7,2.65,7.372,July,2010
4,1907638.58,0,76.53,2.64,7.372,August,2010
4,2007050.75,0,78.08,2.698,7.372,August,2010
4,1997181.09,0,78.83,2.671,7.372,August,2010
4,1848403.92,0,74.44,2.621,7.372,August,2010
4,1935857.58,0,76.8,2.584,7.372,September,2010
4,1865820.81,1,73.54,2.574,7.372,September,2010
4,1899959.61,0,64.91,2.594,7.372,September,2010
4,1810684.68,0,60.96,2.642,7.372,September,2010
4,1842821.02,0,63.96,2.619,7.127,October,2010
4,1951494.85,0,67.73,2.645,7.127,October,2010
4,1867345.09,0,62.03,2.732,7.127,October,2010
4,1927610.06,0,64.17,2.736,7.127,October,2010
4,1933333.0,0,56.94,2.718,7.127,October,2010
4,2013115.79,0,51.6,2.699,7.127,November,2010
4,1999794.26,0,52.65,2.741,7.127,November,2010
4,2097809.4,0,48.05,2.78,7.127,November,2010
4,2789469.45,1,48.08,2.752,7.127,November,2010
4,2102530.17,0,46.4,2.727,7.127,December,2010
4,2302504.86,0,42.4,2.86,7.127,December,2010
4,2740057.14,0,46.57,2.884,7.127,December,2010
4,3526713.39,0,43.21,2.887,7.127,December,2010
4,1794868.74,1,38.09,2.955,7.127,December,2010
4,1862476.27,0,39.34,2.98,6.51,January,2011
4,1865502.46,0,31.6,2.992,6.51,January,2011
4,1886393.94,0,38.34,3.017,6.51,January,2011
4,1814240.85,0,40.6,3.022,6.51,January,2011
4,2119086.04,0,34.61,2.996,6.51,February,2011
4,2187847.29,1,33.29,3.033,6.51,February,2011
4,2316495.56,0,48.17,3.058,6.51,February,2011
4,2078094.69,0,49.0,3.087,6.51,February,2011
4,2103455.75,0,46.56,3.305,6.51,March,2011
4,2039818.41,0,50.93,3.461,6.51,March,2011
4,2116475.38,0,51.86,3.495,6.51,March,2011
4,1944164.32,0,59.1,3.48,6.51,March,2011
4,1900246.47,0,56.99,3.521,5.946,April,2011
4,2074953.46,0,62.61,3.605,5.946,April,2011
4,1960587.76,0,62.34,3.724,5.946,April,2011
4,2220600.76,0,68.8,3.781,5.946,April,2011
4,1878167.44,0,64.22,3.781,5.946,April,2011
4,2063682.76,0,63.41,3.866,5.946,May,2011
4,2002362.37,0,70.65,3.872,5.946,May,2011
4,2015563.48,0,70.49,3.881,5.946,May,2011
4,1986597.95,0,73.65,3.771,5.946,May,2011
4,2065377.15,0,78.26,3.683,5.946,June,2011
4,2073951.38,0,80.05,3.64,5.946,June,2011
4,2141210.62,0,83.51,3.618,5.946,June,2011
4,2008344.92,0,81.85,3.57,5.946,June,2011
4,2051533.53,0,84.54,3.504,5.644,July,2011
4,2066541.86,0,84.59,3.469,5.644,July,2011
4,2049046.95,0,83.27,3.563,5.644,July,2011
4,2036231.39,0,82.84,3.627,5.644,July,2011
4,1989674.07,0,84.36,3.659,5.644,July,2011
4,2160057.39,0,86.09,3.662,5.644,August,2011
4,2105668.74,0,82.98,3.617,5.644,August,2011
4,2232892.1,0,82.77,3.55,5.644,August,2011
4,1988490.21,0,81.47,3.523,5.644,August,2011
4,2078420.31,0,77.99,3.533,5.644,September,2011
4,2093139.01,1,73.34,3.554,5.644,September,2011
4,2075577.33,0,72.76,3.532,5.644,September,2011
4,2031406.41,0,69.23,3.473,5.644,September,2011
4,1929486.63,0,72.15,3.371,5.644,September,2011
4,2166737.65,0,65.79,3.299,5.143,October,2011
4,2074548.85,0,63.75,3.283,5.143,October,2011
4,2207742.13,0,64.79,3.361,5.143,October,2011
4,2151659.59,0,55.31,3.362,5.143,October,2011
